Id,SalePrice
1461,123452.14380459397
1462,172270.14987251395
1463,178981.07362455063
1464,197906.3988298395
1465,201624.79845617933
1466,170937.7524714571
1467,180642.2419899079
1468,162150.15252533037
1469,187740.43875664353
1470,119784.60333717745
1471,183560.96424983707
1472,99371.30363501351
1473,95487.41894539302
1474,145895.6124340804
1475,114788.09241098087
1476,361909.082389082
1477,257837.49654406498
1478,289605.49920119386
1479,283570.56693123496
1480,527182.3529241034
1481,328416.16594355396
1482,204869.4534519382
1483,175020.02348072914
1484,164784.6961867513
1485,182422.87900146708
1486,190873.31912216428
1487,336648.4114178523
1488,229474.82823822802
1489,195621.91605356743
1490,241893.80073231127
1491,195196.69911437447
1492,93619.56531008809
1493,159276.23345744365
1494,294402.0012083065
1495,285913.94464045827
1496,232507.22031636618
1497,182252.38250072833
1498,193231.05967080995
1499,160806.56834459133
1500,155060.7462705287
1501,181526.7279771113
1502,153039.3444296211
1503,287428.2016579541
1504,243257.39402633513
1505,228815.83721419782
1506,185828.53263182673
1507,262007.4433867712
1508,198631.8869287554
1509,156354.47967137565
1510,144248.40285543283
1511,173438.13495955386
1512,176339.8530582338
1513,139963.7061489007
1514,167780.44843675962
1515,196387.1187482786
1516,149036.34450284924
1517,162207.4978362647
1518,131070.00869300643
1519,214696.8021396064
1520,128288.92276784714
1521,133002.02663275888
1522,177699.86833141433
1523,113090.88542749557
1524,121890.84355881946
1525,122143.10398935672
1526,111396.57906243259
1527,109500.45946797497
1528,137458.72323498584
1529,157618.64196125203
1530,188363.9644431439
1531,111156.14916732386
1532,95247.85444561737
1533,148928.06747206682
1534,131570.788994572
1535,140317.55755352636
1536,105653.40444762094
1537,62469.55900519649
1538,139533.7976750571
1539,196957.0671274162
1540,81836.45290711551
1541,131481.48353707418
1542,151063.60432657055
1543,184311.54783960714
1544,90490.2768021953
1545,116307.70320214679
1546,140210.0296556027
1547,136630.16717163427
1548,139128.0202058741
1549,126017.34557282405
1550,133166.57580980554
1551,108478.38452085415
1552,135657.1864115338
1553,133912.9622844199
1554,117099.31867558639
1555,163618.64250635012
1556,93134.18507653908
1557,109805.35841825919
1558,105696.00065106881
1559,54399.21677301651
1560,134237.29559914224
1561,119504.47558748229
1562,136136.44789913067
1563,121332.96105574825
1564,164184.4008156902
1565,142948.36192094604
1566,230175.28524988517
1567,81547.03151069129
1568,246972.37458446153
1569,132555.19655155344
1570,133247.11961230793
1571,118000.69738144545
1572,141683.78271903124
1573,214935.2096703623
1574,117188.67310450035
1575,216531.2157132392
1576,236896.16737002024
1577,177959.286455059
1578,139862.14252562253
1579,141678.68650328583
1580,192043.6495654773
1581,153773.00442170154
1582,126910.66540382845
1583,312333.06505457166
1584,224809.75805483275
1585,141719.46342586025
1586,79318.98234770805
1587,113373.8487164583
1588,147606.6461970788
1589,100136.48806288672
1590,133065.41496130734
1591,92986.47863237713
1592,115256.84405574366
1593,127119.08705189012
1594,125073.54883228759
1595,104377.72199974985
1596,228182.47524620843
1597,198222.646818729
1598,217785.75428458565
1599,159981.98635401065
1600,153737.5163115957
1601,74672.75743379416
1602,122427.50570611394
1603,60921.818847677634
1604,263090.84210145153
1605,236590.05240275175
1606,166086.40393834148
1607,184501.41554238278
1608,209965.68737601224
1609,184008.08433067673
1610,151973.1553754276
1611,130822.9453299796
1612,171818.95862566234
1613,165810.58333710246
1614,110656.42173428152
1615,86963.47135107886
1616,77776.78307870345
1617,91550.69524668754
1618,141947.71008319
1619,141379.4535679299
1620,165200.72245568657
1621,135406.4297488639
1622,142785.19274225994
1623,253854.13108589337
1624,210639.48664581846
1625,120111.1511242734
1626,168500.39326037184
1627,195510.31466010062
1628,264136.5689702656
1629,173290.77562507577
1630,388875.8344929204
1631,234541.7681093348
1632,248100.85243000594
1633,170366.8020143853
1634,185131.429133487
1635,174323.53902873013
1636,154561.0201754355
1637,210093.35957602193
1638,184101.35789984989
1639,182468.25829347904
1640,245174.98473378565
1641,177211.44155912104
1642,242314.89261456838
1643,230234.1424561698
1644,230558.8814461099
1645,233286.74086327094
1646,158682.02735295458
1647,154122.5200381853
1648,126946.56401173759
1649,140033.5633397326
1650,113665.03778215652
1651,120719.75085249108
1652,99441.53749717999
1653,102350.01644147476
1654,146873.5238297072
1655,132627.5462436662
1656,140498.65828447483
1657,151204.03441093792
1658,149411.2549412405
1659,126319.42455250576
1660,151614.44165511502
1661,473058.53827518044
1662,410188.1533159567
1663,380425.2264463171
1664,675627.8134118489
1665,300793.8098290198
1666,307033.4589451243
1667,379279.9368526994
1668,333652.2472992354
1669,299066.9253164433
1670,343020.145852145
1671,282152.6696812827
1672,461692.35871046927
1673,299431.5077617474
1674,248891.00014002493
1675,201620.09981855255
1676,195884.9279570656
1677,218880.05722867753
1678,498591.229513897
1679,390032.0289274319
1680,316183.40458998515
1681,234987.40674767937
1682,313618.8719198459
1683,194803.21758492055
1684,176994.41538767476
1685,173405.44011575988
1686,167962.62742215034
1687,167476.6134335996
1688,186848.81303323386
1689,190488.7183011307
1690,195409.11143066955
1691,186030.4954092173
1692,246562.6336114914
1693,168564.2953973535
1694,181017.93913989287
1695,168085.4107338332
1696,283885.0817505343
1697,171565.29911294478
1698,355042.0532745278
1699,322328.39742496994
1700,259427.19624446266
1701,266064.3277456961
1702,243699.5685516248
1703,240723.29844442813
1704,282150.5251882571
1705,228418.27633902576
1706,182414.0430196118
1707,208276.14734353437
1708,202967.7445688219
1709,263703.23648220376
1710,217691.21570194233
1711,266258.304950886
1712,257828.82354598495
1713,275643.2976160103
1714,217912.49454773642
1715,206658.7922598039
1716,184813.09958295993
1717,173106.80737993077
1718,139260.64339327783
1719,201639.16666779428
1720,235695.50636697753
1721,151565.6989028197
1722,117734.5774804081
1723,146906.4617293876
1724,206930.4813824696
1725,238864.14653516054
1726,184949.96702712777
1727,154389.5505442099
1728,163449.17131631164
1729,166101.24896756533
1730,152540.86233901247
1731,119928.02680018959
1732,132343.26798354246
1733,113311.78589086371
1734,126861.57517321206
1735,119379.51996081542
1736,113723.28788075788
1737,317603.37904794357
1738,246784.8016937521
1739,262363.2178550884
1740,220733.8212391262
1741,194165.8124587392
1742,173733.66824849125
1743,180045.63517318736
1744,320044.8550986139
1745,220360.0851054091
1746,187937.85342437576
1747,220832.85833768212
1748,229266.80438711002
1749,141340.2174362133
1750,123285.58722966896
1751,248979.14501555494
1752,116628.5795444939
1753,147398.6424273623
1754,194642.7410209056
1755,163163.19676430337
1756,133258.5345371502
1757,122382.58807414396
1758,142023.33009808615
1759,155106.5891562018
1760,167022.795152401
1761,145931.7383899465
1762,176583.97246773285
1763,174343.18460587613
1764,113052.68280655947
1765,137555.42814618742
1766,200793.8467967444
1767,236541.2638154998
1768,140015.4966710437
1769,163796.24419613028
1770,154820.70900925048
1771,118584.09029598093
1772,132924.54492529653
1773,119534.18547696901
1774,147322.89671800451
1775,144618.10882405064
1776,127307.25723294844
1777,114705.935741949
1778,141915.0441220539
1779,134549.9899868537
1780,165328.3518173393
1781,122764.79998106704
1782,93435.8414814034
1783,140740.29501746074
1784,108156.88527798452
1785,116625.99242155961
1786,147624.91264676113
1787,154783.06009739844
1788,69598.9379021566
1789,95382.82299436688
1790,81189.39809901471
1791,198242.87466652584
1792,161806.3487609704
1793,126824.60194751869
1794,154692.68630506896
1795,132685.11541031854
1796,127495.20063496244
1797,117606.07199603682
1798,121113.97587280371
1799,112002.79679699388
1800,133446.3358396542
1801,125413.13471350702
1802,135372.78394623855
1803,148714.70991604935
1804,141708.96882218693
1805,136389.95176032014
1806,130292.97268726038
1807,130059.8200335533
1808,118722.43324271843
1809,117774.92961750328
1810,129552.35269404831
1811,88824.47328721285
1812,93272.82899091947
1813,119149.69589707616
1814,104563.4714099309
1815,63001.71827390637
1816,105686.11946978093
1817,103994.40904355915
1818,138310.42887623113
1819,126908.11126576753
1820,50146.98667503822
1821,113090.20224388887
1822,146559.6877197987
1823,41556.21039277943
1824,124412.7914447413
1825,139258.12783165817
1826,111676.2056011143
1827,103366.92799165852
1828,135553.62766723806
1829,123088.77937970439
1830,140723.0141147526
1831,135034.3768642592
1832,80831.68199014758
1833,142302.27110938332
1834,118361.12251381707
1835,116852.8806066219
1836,127471.84781181852
1837,92411.26350823407
1838,125187.41664465671
1839,116480.82480038718
1840,132247.442232923
1841,125525.30284414384
1842,93205.36849138941
1843,131568.82946581754
1844,135719.7721425635
1845,144372.15443488996
1846,158063.22085635923
1847,173521.05827616056
1848,60532.26048396445
1849,109931.63951496533
1850,115126.27287831092
1851,145348.4817064823
1852,125098.51714459377
1853,121190.56845190637
1854,160441.90562773947
1855,146619.34654698832
1856,224187.55379602103
1857,134303.8054905759
1858,137470.7672702021
1859,115224.0350183274
1860,153218.66364153713
1861,116043.9788333646
1862,328433.2661259963
1863,312237.8779156906
1864,312258.9457410819
1865,322332.91056984675
1866,298615.2489211611
1867,222199.33225084102
1868,285572.7087484288
1869,206147.8019271995
1870,222816.76939517283
1871,231835.76627741315
1872,172776.9789140104
1873,249829.13253917368
1874,150973.61874375332
1875,191551.8341795178
1876,200206.23718035023
1877,209545.4748512406
1878,194322.6974647349
1879,128385.58191501303
1880,133489.46060230918
1881,259001.95524245093
1882,237902.62961543488
1883,185395.60004307874
1884,203316.30299539652
1885,204843.892520242
1886,265679.5793917581
1887,217905.384559204
1888,277567.8037675322
1889,169008.75564206726
1890,104846.9321570306
